track_name,track_id,album_name,album_id,artist_name,artist_id,artist_popularity,track_popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,energy_danceability,acoustic_instrumental_diff,mood_index
Eternal Sunshine (Feat. meenoi),3jkz4gz5WTPuPKTkygwk7P,grayground.,0mKZ3E9OFlnbMboE22h0VK,"GRAY, meenoi","3kPEBSt7qgVoRZSbIXMr7W, 5KuvNz7npsGeDJdk8QHMVH",52.0,27.0,2021-08-17,0.657,0.528,5.0,-8.088,1.0,0.036,0.49,0.00457,0.163,0.508,116.047,253633.0,0.34689600000000004,0.48543,0.518
Baby Don't Cry (Feat. YUMDDA),5JkACfYvH8M0jKwXPQ9wSq,grayground.,0mKZ3E9OFlnbMboE22h0VK,"GRAY, YUMDDA","3kPEBSt7qgVoRZSbIXMr7W, 0su5mZ6qhvOUhz7ckEx8rR",52.0,25.0,2021-08-17,0.729,0.833,7.0,-3.865,1.0,0.047,0.164,0.000383,0.187,0.738,97.98,181224.0,0.6072569999999999,0.163617,0.7855
U,7wTqBeoo4bDr4eNnn3HHJk,grayground.,0mKZ3E9OFlnbMboE22h0VK,GRAY,3kPEBSt7qgVoRZSbIXMr7W,52.0,41.0,2021-08-17,0.849,0.508,1.0,-3.228,1.0,0.041,0.193,0.0,0.11,0.901,120.091,199578.0,0.431292,0.193,0.7045
LO$ER=LO♡ER,21aOLk12MksET8AsbU0SI6,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,67.0,2021-08-17,0.644,0.867,11.0,-4.18,0.0,0.0383,0.001,0.0,0.105,0.687,124.997,199919.0,0.558348,0.001,0.777
Anti-Romantic,0v1cUEN3oF5URBDpc0wVtF,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,49.0,2021-08-17,0.641,0.489,0.0,-8.668,0.0,0.11,0.0509,0.0,0.071,0.206,142.977,215188.0,0.313449,0.0509,0.3475
0X1=LOVESONG (I Know I Love You) feat. Seori,3lyibc1saJfWe5z7rTyWYO,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,"TOMORROW X TOGETHER, Seori","0ghlgldX5Dd6720Q3qFyQB, 2bWTIIQP9zaVc55RaMGu7e",78.0,51.0,2021-08-17,0.584,0.836,0.0,-4.925,1.0,0.079,0.0558,0.0,0.0663,0.484,104.973,202204.0,0.48822399999999994,0.0558,0.6599999999999999
Magic,15Ocew2xtUZAtviIClOaPt,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,49.0,2021-08-17,0.681,0.88,8.0,-4.819,1.0,0.421,0.00303,0.0,0.32,0.506,108.087,159750.0,0.59928,0.00303,0.6930000000000001
Ice Cream,5OvpZeRmZEBPp7Vgp0n6oj,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,43.0,2021-08-17,0.823,0.526,1.0,-5.256,1.0,0.0692,0.0327,0.0,0.0825,0.698,97.969,204358.0,0.432898,0.0327,0.612
What if I had been that PUMA,2L1l2GV8K16gAqIPKjPhSz,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,44.0,2021-08-17,0.86,0.677,0.0,-5.608,1.0,0.0823,0.0279,0.0,0.319,0.586,96.003,213651.0,0.5822200000000001,0.0279,0.6315
No Rules,45VJD6xlBaIpRc4wBoTWvD,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,47.0,2021-08-17,0.748,0.736,5.0,-4.641,0.0,0.0553,0.00161,3.39e-05,0.179,0.712,120.02,187281.0,0.550528,0.0015761000000000002,0.724
MOA Diary (Dubaddu Wari Wari),3XoYQvTJK5KT0ynrq7mcCN,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,54.0,2021-08-17,0.717,0.893,4.0,-4.54,1.0,0.181,0.074,0.0,0.141,0.575,113.922,188276.0,0.640281,0.074,0.734
Dear Sputnik,37kWYmbo68VxWl9nNBvr8T,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,46.0,2021-08-17,0.528,0.806,0.0,-3.807,0.0,0.0364,0.000184,6.18e-06,0.254,0.487,125.083,195349.0,0.42556800000000006,0.00017782,0.6465000000000001
Frost,4wZeTwH0B4zk77j2vPfFAU,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,46.0,2021-08-17,0.776,0.746,5.0,-5.527,0.0,0.053,0.0056,0.0,0.362,0.588,96.003,195628.0,0.578896,0.0056,0.667
0X1=LOVESONG (I Know I Love You) feat. Seori (Emocore Mix),6XtPOQQmTO5hLdaD8ICyEU,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78.0,45.0,2021-08-17,0.501,0.769,5.0,-5.27,1.0,0.034,0.0109,0.00014,0.299,0.425,105.037,218569.0,0.38526900000000003,0.01076,0.597
First Impression,2vWTLZKJ3QfDpT1JivMQXN,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,YOUNGTAK,0qDHjPB7TJPxYaQ0CWMEU4,36.0,0.0,2021-08-17,0.687,0.788,11.0,-4.541,0.0,0.0865,0.141,0.0,0.0542,0.797,94.924,204800.0,0.5413560000000001,0.141,0.7925
Three days of love,0wkiBNEccHlzQ8OqoPuFiF,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Lee Chanwon,1XlyP7FKwWs9j8GTdk5m4k,29.0,0.0,2021-08-17,0.75,0.83,5.0,-4.522,0.0,0.0275,0.00135,0.0,0.055,0.922,124.987,186533.0,0.6224999999999999,0.00135,0.876
Red lips,4wNTMRvT0dtC2O0GsOROl8,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,63.0,1.0,2021-08-17,0.6,0.444,8.0,-6.516,1.0,0.0315,0.296,0.0,0.0827,0.513,117.94,193227.0,0.26639999999999997,0.296,0.47850000000000004
Gain,6h6tgXgboT1qR3QGjQrR6L,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Jang Minho,2SeVOe0CXUEKtCq3BR5A0v,26.0,0.0,2021-08-17,0.602,0.459,9.0,-5.147,0.0,0.0298,0.306,0.0,0.086,0.198,131.853,261067.0,0.276318,0.306,0.3285
Hyehwadong,43KGc4Na6x2oRK5l7eeWIi,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Jeong Dong Won,7fB8Qn00ToFmUY3mAJJSki,44.0,3.0,2021-08-17,0.63,0.241,5.0,-7.294,1.0,0.0266,0.716,0.0,0.155,0.212,96.929,262253.0,0.15183,0.716,0.22649999999999998
"Refusal, Rejection",7LUbhzyo2GGjd2sIrgNvS5,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Jeong Dong Won,7fB8Qn00ToFmUY3mAJJSki,44.0,6.0,2021-08-17,0.695,0.804,3.0,-3.174,0.0,0.0929,0.0873,0.0,0.03,0.676,125.897,159173.0,0.5587799999999999,0.0873,0.74
Hit Song,6dfIwCbQNdUItfPJrfHeT1,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Lee Chanwon,1XlyP7FKwWs9j8GTdk5m4k,29.0,0.0,2021-08-17,0.813,0.744,6.0,-4.539,0.0,0.0291,0.189,0.0,0.0486,0.926,121.084,200013.0,0.604872,0.189,0.835
a slow train bound for Mokpo,0eYJVX5CMefeUzlfEa0ANc,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Kim Heejae,02mf5BLKtAfIkAKozHPmU5,33.0,0.0,2021-08-17,0.257,0.626,4.0,-4.288,0.0,0.0363,0.482,0.0,0.284,0.156,69.975,207747.0,0.160882,0.482,0.391
First Impression (MR),3tH2lTXxx4XG5LaeyXv1sA,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,YOUNGTAK,0qDHjPB7TJPxYaQ0CWMEU4,36.0,0.0,2021-08-17,0.764,0.76,11.0,-8.435,0.0,0.0373,0.00231,0.741,0.0496,0.853,94.986,204813.0,0.58064,-0.73869,0.8065
Three days of love (MR),0cp1fv0qZTSuFrqIAfLcMi,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Lee Chanwon,1XlyP7FKwWs9j8GTdk5m4k,29.0,0.0,2021-08-17,0.696,0.826,5.0,-7.84,0.0,0.0345,1.07e-05,0.861,0.0558,0.971,125.004,186533.0,0.574896,-0.8609893,0.8985
Red lips (MR),2pXAxjke0dMDy3EyBrUsd6,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,63.0,0.0,2021-08-17,0.773,0.393,8.0,-9.313,1.0,0.0341,0.0769,0.857,0.0753,0.728,117.992,193227.0,0.30378900000000003,-0.7801,0.5605
Gain (MR),3vHmjfrtEe4B5OVrsBfTYY,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Jang Minho,2SeVOe0CXUEKtCq3BR5A0v,26.0,0.0,2021-08-17,0.645,0.317,9.0,-11.497,0.0,0.0335,0.105,0.907,0.0843,0.234,131.98,261067.0,0.204465,-0.802,0.2755
Hyehwadong (MR),1Fgfh5atPpc0JlwSFEqI1o,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Jeong Dong Won,7fB8Qn00ToFmUY3mAJJSki,44.0,0.0,2021-08-17,0.736,0.262,5.0,-15.086,1.0,0.0397,0.517,0.643,0.198,0.176,96.992,262253.0,0.192832,-0.126,0.219
"Refusal, Rejection (MR)",2FPg0H8XRCdNN9uNxl7EtH,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Jeong Dong Won,7fB8Qn00ToFmUY3mAJJSki,44.0,0.0,2021-08-17,0.729,0.762,3.0,-8.277,0.0,0.0311,0.000857,0.23,0.0394,0.751,126.048,159160.0,0.555498,-0.229143,0.7565
Hit Song (MR),0pMaSpnhLsqbULv7KCNrZ9,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Lee Chanwon,1XlyP7FKwWs9j8GTdk5m4k,29.0,0.0,2021-08-17,0.868,0.716,1.0,-7.065,0.0,0.0414,0.0173,0.722,0.0257,0.964,121.033,200013.0,0.6214879999999999,-0.7047,0.84
a slow train bound for Mokpo (MR),16a0btkGSrQIrTVeJYz1eQ,Love call center PART66,44oJWFDyOZv8ZP79hKKOXn,Kim Heejae,02mf5BLKtAfIkAKozHPmU5,33.0,0.0,2021-08-17,0.548,0.487,4.0,-8.557,0.0,0.0325,0.0607,0.883,0.286,0.267,70.039,208031.0,0.266876,-0.8223,0.377
moment,6pkaISgkoTyVOMn34CiJxs,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Jieun Yang,3RfRPUmzPijYom1BhlhLp4,7.0,0.0,2021-08-18,0.756,0.688,9.0,-2.701,0.0,0.0269,0.554,0.0,0.237,0.776,107.99,226200.0,0.5201279999999999,0.554,0.732
사모곡,3AKJjpPj9SOIkJFPJokeX8,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Jiyun Hong,5APY1TtFlF2POgcdJtRzsr,4.0,0.0,2021-08-18,0.608,0.475,9.0,-4.781,0.0,0.0295,0.325,0.0,0.145,0.371,126.102,225120.0,0.2888,0.325,0.423
GO GO GO,2F5c36MQS6lpoZxYHKDrUz,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,"Eui Young Kim, Hyeyeon Kang","265lPO6Sy0EjhjgGj6AXhu, 4hW9QstyUJL1ZcnxT248kN",5.0,0.0,2021-08-18,0.628,0.704,8.0,-2.568,0.0,0.0349,0.255,0.0,0.174,0.848,120.167,184320.0,0.44211199999999995,0.255,0.776
Coin life,6SW9vgRCB5kzBgtBQz64Qy,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Tae Yeon Kim,1fj59ljd3doYrhH7iCaEVd,5.0,0.0,2021-08-18,0.615,0.689,4.0,-2.764,0.0,0.0332,0.277,0.0,0.551,0.494,136.777,194840.0,0.423735,0.277,0.5914999999999999
A forsythia girl,5H52svZmy9MveMgWzj5N3E,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Da Hyun Kim,2bq9xwaiwirI0rMNQ9MKgX,3.0,0.0,2021-08-18,0.649,0.494,0.0,-3.522,1.0,0.0284,0.511,0.0,0.226,0.398,124.939,207573.0,0.320606,0.511,0.446
Lost 30 years,1qoiUS82Nj5l5Mx3zH9UX7,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Eui Young Kim,265lPO6Sy0EjhjgGj6AXhu,5.0,0.0,2021-08-18,0.55,0.617,8.0,-3.897,0.0,0.031,0.418,1.02e-06,0.0934,0.507,123.756,186333.0,0.33935000000000004,0.41799897999999996,0.562
Weeds,38x4lTcUzap9QhD5bcr5cl,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Hyeyeon Kang,4hW9QstyUJL1ZcnxT248kN,5.0,0.0,2021-08-18,0.587,0.719,10.0,-4.708,0.0,0.0381,0.248,4.48e-06,0.103,0.881,175.854,188387.0,0.42205299999999996,0.24799552,0.8
If I have a girlfriend,34roH1N38oh7QZRiFj0HSO,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,"Sarang Byeol, Gaeun Eun","2gtmBBgvcgE2R6KfOTqUNR, 1p7Mx0RoLZPkYqNULlC5Jo",4.0,0.0,2021-08-18,0.706,0.793,9.0,-3.73,0.0,0.0844,0.315,0.0,0.252,0.851,141.172,139440.0,0.559858,0.315,0.8220000000000001
The dream of youth,5UFYqdnm39OPreuxgOTADF,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Jieun Yang,3RfRPUmzPijYom1BhlhLp4,7.0,1.0,2021-08-18,0.784,0.601,4.0,-2.952,1.0,0.0284,0.269,0.0,0.0695,0.71,115.041,170653.0,0.471184,0.269,0.6555
If the sea dry land,47TCvqVGFnhUBjo3jUkf6v,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Jiyun Hong,5APY1TtFlF2POgcdJtRzsr,4.0,0.0,2021-08-18,0.653,0.551,7.0,-4.287,1.0,0.0332,0.463,0.0,0.0977,0.485,128.077,172040.0,0.35980300000000004,0.463,0.518
Longing,475Eunst0uzppSYKd7VN5t,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Eui Young Kim,265lPO6Sy0EjhjgGj6AXhu,5.0,0.0,2021-08-18,0.489,0.509,9.0,-5.373,0.0,0.0287,0.403,4.25e-06,0.103,0.153,75.72,235467.0,0.248901,0.40299575000000004,0.331
moment (MR),1IaNtsUFwiIJeNay2BfEot,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Jieun Yang,3RfRPUmzPijYom1BhlhLp4,7.0,0.0,2021-08-18,0.71,0.705,9.0,-7.215,0.0,0.0263,0.0324,0.835,0.326,0.963,107.973,226200.0,0.5005499999999999,-0.8026,0.834
사모곡 (MR),2sYa6biqVkIsdMIQmxiWs5,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Jiyun Hong,5APY1TtFlF2POgcdJtRzsr,4.0,0.0,2021-08-18,0.751,0.423,9.0,-10.327,0.0,0.0286,0.0155,0.381,0.23,0.584,126.111,225120.0,0.317673,-0.3655,0.5035
GO GO GO (MR),2OugFLFsTIaZSaafmImv2S,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,"Eui Young Kim, Hyeyeon Kang","265lPO6Sy0EjhjgGj6AXhu, 4hW9QstyUJL1ZcnxT248kN",5.0,0.0,2021-08-18,0.714,0.681,8.0,-6.295,0.0,0.0271,0.00221,0.445,0.253,0.967,119.996,184333.0,0.486234,-0.44279,0.8240000000000001
Coin life (MR),4Y9McdJcGdoqaOLqCNu4V6,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Tae Yeon Kim,1fj59ljd3doYrhH7iCaEVd,5.0,0.0,2021-08-18,0.674,0.649,4.0,-7.162,0.0,0.0318,0.0726,0.856,0.328,0.679,136.705,194840.0,0.43742600000000004,-0.7834,0.664
A forsythia girl (MR),1O8U0DFoV52Gxu7RMQnylh,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Da Hyun Kim,2bq9xwaiwirI0rMNQ9MKgX,3.0,0.0,2021-08-18,0.736,0.419,0.0,-6.095,1.0,0.0441,0.2,0.794,0.143,0.447,124.987,207573.0,0.308384,-0.5940000000000001,0.433
Lost 30 years (MR),60aWeQ54CcwXGjhAivj18H,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Eui Young Kim,265lPO6Sy0EjhjgGj6AXhu,5.0,0.0,2021-08-18,0.684,0.438,8.0,-6.924,0.0,0.0342,0.0361,0.788,0.106,0.664,124.011,186320.0,0.299592,-0.7519,0.551
Weeds (MR),0cj61NwqgQLeWfHFebBI3d,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Hyeyeon Kang,4hW9QstyUJL1ZcnxT248kN,5.0,0.0,2021-08-18,0.589,0.648,10.0,-8.007,0.0,0.0318,0.0264,0.867,0.0976,0.94,176.106,188387.0,0.381672,-0.8406,0.794
If I have a girlfriend (MR),4XkFeJlFc2d81uQLP8lThz,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,"Sarang Byeol, Gaeun Eun","2gtmBBgvcgE2R6KfOTqUNR, 1p7Mx0RoLZPkYqNULlC5Jo",4.0,0.0,2021-08-18,0.634,0.842,9.0,-7.515,0.0,0.0275,0.00675,0.724,0.0618,0.816,141.064,139453.0,0.533828,-0.7172499999999999,0.829
The dream of youth (MR),4uBnzaC6L980PfS2Jhe3Th,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Jieun Yang,3RfRPUmzPijYom1BhlhLp4,7.0,0.0,2021-08-18,0.786,0.596,9.0,-7.515,1.0,0.0293,0.00301,0.413,0.0786,0.804,115.003,170640.0,0.468456,-0.40998999999999997,0.7
If the sea dry land (MR),2Xh2abs9wJNFvj02IyUOek,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Jiyun Hong,5APY1TtFlF2POgcdJtRzsr,4.0,0.0,2021-08-18,0.774,0.462,7.0,-7.416,1.0,0.039,0.00879,0.185,0.101,0.691,127.912,172040.0,0.357588,-0.17621,0.5765
Longing (MR),6yl58ewVM83zls20xMy7jJ,Let's be my daughter PART17,25HIdk5YK1stYTsZnmiaIB,Eui Young Kim,265lPO6Sy0EjhjgGj6AXhu,5.0,0.0,2021-08-18,0.518,0.429,9.0,-8.734,0.0,0.029,0.134,0.899,0.0962,0.183,76.013,235565.0,0.222222,-0.765,0.306
CHEESE,7qpSatdWQcRHA3hpedL2u4,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,62.0,2021-08-23,0.376,0.946,2.0,-2.388,1.0,0.268,0.0302,0.0,0.147,0.581,89.657,182080.0,0.35569599999999996,0.0302,0.7635
Thunderous,0nwTMzpatarzvLvtwwzdCt,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,69.0,2021-08-23,0.601,0.786,1.0,-3.706,1.0,0.234,0.213,0.0,0.209,0.79,172.156,183267.0,0.47238600000000003,0.213,0.788
DOMINO,6Ib6RkvLBMD85bov85apSL,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,64.0,2021-08-23,0.687,0.866,7.0,-2.01,1.0,0.0466,0.0301,0.0,0.0755,0.696,160.066,198720.0,0.5949420000000001,0.0301,0.7809999999999999
SSICK,238HdxvQkmYeSyo6qkPQoU,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,54.0,2021-08-23,0.667,0.829,5.0,-2.922,0.0,0.0946,0.0149,0.0,0.428,0.505,170.009,190147.0,0.552943,0.0149,0.667
The View,5FM1V3qjHroqsXRBbL57rW,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,54.0,2021-08-23,0.758,0.814,1.0,-4.132,1.0,0.106,0.0558,0.0,0.138,0.59,110.001,201747.0,0.617012,0.0558,0.702
"Sorry, I Love You",5kkOHHTccylnkYxDRgDWMs,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,57.0,2021-08-23,0.743,0.661,1.0,-5.287,1.0,0.0736,0.362,0.0,0.204,0.602,100.039,177613.0,0.49112300000000003,0.362,0.6315
Silent Cry,5kBJH5gU89axZDauhfddpy,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,60.0,2021-08-23,0.69,0.876,5.0,-2.503,0.0,0.091,0.139,0.0,0.281,0.592,104.0,209507.0,0.60444,0.139,0.734
Secret Secret,1pLJ9T4v4p68otzCDonbc6,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,57.0,2021-08-23,0.642,0.743,0.0,-4.649,1.0,0.0643,0.222,0.0,0.286,0.37,73.969,209987.0,0.477006,0.222,0.5565
Star Lost,1LSHzXAZXQH9R1zSEFF8Hz,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,54.0,2021-08-23,0.745,0.867,0.0,-3.056,1.0,0.0734,0.0734,0.0,0.172,0.575,128.05,215240.0,0.645915,0.0734,0.721
"Red Lights (Bang Chan, Hyunjin)",0LatE4S9UtCDwIdGQsFFKL,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,69.0,2021-08-23,0.707,0.74,11.0,-4.311,0.0,0.0509,0.179,0.0,0.612,0.336,127.974,189907.0,0.52318,0.179,0.538
"Surfin’ (Lee Know, Changbin, Felix)",1FdnsU6An1Ye3uBJe8j23c,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,56.0,2021-08-23,0.766,0.758,0.0,-4.647,1.0,0.0717,0.0531,0.0,0.253,0.535,104.96,191333.0,0.580628,0.0531,0.6465000000000001
"Gone Away (HAN, Seungmin, I.N)",6l8YJbgWzvh05e3Bnfw9lw,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,54.0,2021-08-23,0.497,0.743,1.0,-4.896,1.0,0.0608,0.169,0.0,0.363,0.393,143.838,241280.0,0.369271,0.169,0.5680000000000001
WOLFGANG,0aWEt5aMfU2zYxE1tg2efw,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,56.0,2021-08-23,0.524,0.848,2.0,-3.48,0.0,0.122,0.0535,0.0,0.0786,0.135,161.672,190865.0,0.444352,0.0535,0.4915
Mixtape : OH,2afx8zfrOsN3QVEWSx5IPp,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,2dIgFjalVxs4ThymZ67YCE,85.0,55.0,2021-08-23,0.745,0.685,11.0,-4.398,0.0,0.0693,0.204,0.0,0.151,0.628,87.982,212480.0,0.510325,0.204,0.6565000000000001
After We Ride,5AqI13o6VzztZEPhFR4mhv,After ‘We Ride’,2W8nXNoRaD7zm1IljosJAa,Brave Girls,7t5H3uQv0Zw6cQUnSTF5BB,47.0,33.0,2021-08-23,0.553,0.909,5.0,-3.353,1.0,0.0711,0.0332,0.0,0.0951,0.387,118.928,202267.0,0.502677,0.0332,0.648
Chi Mat Ba Ram [Acoustic Ver.],2jZMtSo8LiZ3rWlIKYxrj4,After ‘We Ride’,2W8nXNoRaD7zm1IljosJAa,Brave Girls,7t5H3uQv0Zw6cQUnSTF5BB,47.0,10.0,2021-08-23,0.764,0.83,7.0,-2.492,1.0,0.0349,0.0346,6.86e-05,0.164,0.732,122.942,225960.0,0.63412,0.0345314,0.7809999999999999
FEVER [Remix],5Uun6N8zCLGk6zHPGgeYrH,After ‘We Ride’,2W8nXNoRaD7zm1IljosJAa,Brave Girls,7t5H3uQv0Zw6cQUnSTF5BB,47.0,7.0,2021-08-23,0.749,0.769,1.0,-4.322,0.0,0.0447,0.326,0.0,0.0649,0.542,111.987,211133.0,0.575981,0.326,0.6555
Summer by myself [Piano Ver.],2qOSsIPZDA4RKt65hIZwiL,After ‘We Ride’,2W8nXNoRaD7zm1IljosJAa,Brave Girls,7t5H3uQv0Zw6cQUnSTF5BB,47.0,6.0,2021-08-23,0.723,0.606,8.0,-3.503,1.0,0.0276,0.717,0.00248,0.168,0.478,101.993,189027.0,0.43813799999999997,0.7145199999999999,0.542
OPEN,7Dv7ruVOYgc6ZfOAl1I2pj,OPEN,3sWCaTJS9BlBIlp2ECBh9t,KWON EUNBI,0qr7Rhj0yU7BPySYecNUlm,48.0,23.0,2021-08-24,0.594,0.673,5.0,-6.433,0.0,0.0617,0.0288,0.836,0.355,0.324,98.028,56907.0,0.399762,-0.8071999999999999,0.49850000000000005
Door,3FxEYn2E7dT5A5DT4luQGK,OPEN,3sWCaTJS9BlBIlp2ECBh9t,KWON EUNBI,0qr7Rhj0yU7BPySYecNUlm,48.0,44.0,2021-08-24,0.721,0.912,5.0,-1.727,0.0,0.177,0.034,1.66e-05,0.0268,0.684,105.033,199533.0,0.657552,0.033983400000000004,0.798
Amigo (Feat. Babysoul of Lovelyz),4czctkvzB1Yjn0OYNgRNyW,OPEN,3sWCaTJS9BlBIlp2ECBh9t,"KWON EUNBI, Lee Su Jeong","0qr7Rhj0yU7BPySYecNUlm, 2Mq5D1zR3yQIQWhiXOAoeL",48.0,21.0,2021-08-24,0.75,0.947,8.0,-2.469,0.0,0.174,0.0823,0.0,0.304,0.855,99.989,210467.0,0.7102499999999999,0.0823,0.901
Blue Eyes,5J3doH0tu7c3LU4Hjfh0br,OPEN,3sWCaTJS9BlBIlp2ECBh9t,KWON EUNBI,0qr7Rhj0yU7BPySYecNUlm,48.0,19.0,2021-08-24,0.695,0.524,7.0,-5.742,1.0,0.0359,0.125,1.14e-05,0.145,0.103,94.052,198240.0,0.36418,0.1249886,0.3135
Rain,70nBCF6839C8ba2touRgud,OPEN,3sWCaTJS9BlBIlp2ECBh9t,KWON EUNBI,0qr7Rhj0yU7BPySYecNUlm,48.0,20.0,2021-08-24,0.566,0.424,10.0,-5.861,1.0,0.0306,0.778,0.0,0.37,0.267,133.96,257693.0,0.23998399999999998,0.778,0.34550000000000003
Eternity,0Qu8oq4jVYMnJLPX6qtt3x,OPEN,3sWCaTJS9BlBIlp2ECBh9t,KWON EUNBI,0qr7Rhj0yU7BPySYecNUlm,48.0,19.0,2021-08-24,0.462,0.685,9.0,-3.192,1.0,0.0296,0.417,0.0,0.181,0.194,88.962,203747.0,0.31647000000000003,0.417,0.4395
